ID,Title,Author,State,Source Branch,Destination Branch,Created On,Updated On,Link
145,QA-11341 Check InterpretiveAddOnCode when validation the InterpretiveAddOnCode.,Michael Walkley,MERGED,hotfix/QA-11341_InterpreterSupplementalCode_DoesNotValidate,master,2023-08-08T22:35:59.887771+00:00,2023-08-08T22:53:02.073214+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/145
144,Release/sprint 165,Max Hampton,MERGED,release/sprint_165,master,2023-08-07T19:06:54.864430+00:00,2023-08-08T05:02:17.304567+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/144
143,PR-4097 and PR-4069 Add db script for Carelon and San Benito.,Michael Walkley,MERGED,feature/PR-4097_PR-4069_CalAIM_DataEntryReport_Carelon_and_SanBenito,develop,2023-08-04T20:35:22.480491+00:00,2023-08-07T19:05:45.041439+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/143
142,"PR-4152 V1 Code updates regarding two of the Suplemental Add-on Codes. T1013 and 90887,",Judy Genensky,MERGED,feature/PR-4152_V1_ModifyHowRule2ProcessesServicesInOLA,develop,2023-08-02T21:14:20.385533+00:00,2023-08-03T19:07:11.889692+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/142
141,PR-4061 Add v1 db script.,Michael Walkley,MERGED,feature/PR-4061_CalAIM_DataEntryReport_OC_Iris,develop,2023-08-01T17:27:59.542916+00:00,2023-08-02T15:53:27.502945+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/141
140,Bugfix/missing column in view,Max Hampton,MERGED,bugfix/missing-column-in-view,develop,2023-08-01T17:11:50.077480+00:00,2023-08-01T17:15:26.017894+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/140
139,PR-4093 Add v1 db script,Michael Walkley,MERGED,feature/PR-4093_CalAIM_DataEntryReport_Marin_SmartCare,develop,2023-07-31T19:23:00.537746+00:00,2023-07-31T20:50:15.373203+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/139
136,PR-4095 Add sql script.,Michael Walkley,MERGED,feature/PR-4095_CalAIM_DataEntryReport_Ventura_SmartCare,develop,2023-07-28T16:17:26.053075+00:00,2023-07-31T18:15:36.207289+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/136
138,Release/sprint 164,Max Hampton,MERGED,release/sprint_164,master,2023-07-30T22:49:13.066891+00:00,2023-07-31T04:16:50.321140+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/138
137,PR-4052 V1 Preparing services for payment reform billing,Judy Genensky,MERGED,feature/PR-4152_V1_ModifyHowRule2ProcessesServicesInOLA,develop,2023-07-29T02:36:07.691983+00:00,2023-07-30T18:54:36.528027+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/137
132,PR-4152 V1 Rename some variables in OLA,Judy Genensky,MERGED,feature/PR-4128_New_Branch,develop,2023-07-24T19:19:25.113782+00:00,2023-07-29T19:40:26.425601+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/132
135,PR-4071 Add V1 database script.,Michael Walkley,MERGED,feature/PR-4071_CalAIM_DataEntryReport_Riverside_Avatar,develop,2023-07-26T23:09:43.680061+00:00,2023-07-28T15:37:13.235781+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/135
134,Handle potential bad array access,Max Hampton,MERGED,bugfix/write-html-for-preview-error,develop,2023-07-26T18:38:37.103490+00:00,2023-07-26T21:59:11.609790+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/134
133,PR-4084 Add V1 db script,Michael Walkley,MERGED,feature/PR-4084_CalAIM_DataEntryReport_Alameda_SmartCare,develop,2023-07-26T04:13:30.664081+00:00,2023-07-26T16:54:06.347544+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/133
125,PR-4084. Add V1 db script for the ccLink Data Entry report.,Michael Walkley,MERGED,feature/PR-4084_CalAIM_DataEntryReport_ccLink,develop,2023-07-10T16:29:12.015431+00:00,2023-07-26T03:45:26.824700+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/125
130,Make apply modifiers required,Max Hampton,MERGED,bugfix/make-modifier-validation-required-for-acceptance,develop,2023-07-21T19:18:06.439647+00:00,2023-07-24T19:01:07.836741+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/130
129,Feature/PR-4128 New Branch,Judy Genensky,MERGED,feature/PR-4128_New_Branch,develop,2023-07-21T17:51:04.982127+00:00,2023-07-24T18:59:15.553761+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/129
128,Allow hotfix deployments to stage,Max Hampton,MERGED,hotfix/allow-stage-deployment-from-hotfix-branches,master,2023-07-17T22:47:10.192538+00:00,2023-07-19T15:07:42.966807+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/128
127,PR-4116 - Add v1 format option,Max Hampton,MERGED,feature/PR-4116-analysis-calaim---data-entry-she,develop,2023-07-17T16:22:56.955960+00:00,2023-07-17T16:44:31.389653+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/127
120,Feature/PR-4085 implementation calaim   billing,Max Hampton,MERGED,feature/PR-4085-implementation-calaim---billing-,develop,2023-07-01T21:28:30.104960+00:00,2023-07-11T22:04:44.337038+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/120
124,QA-11150 - Don't 0 out billable mins,Max Hampton,MERGED,hotfix/qa-11150-online-assistant-service-summar,master,2023-07-07T16:58:35.840315+00:00,2023-07-07T17:09:42.768179+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/124
123,"PR-4125 PR-4125 add new OC encounter type setting 'available to telehealth locations'. When set, telehealth locations can be selected when the encounter type is selected.",Chris Sweeney,MERGED,hotfix/PR-4125_Add_Telehealth_EncounterType_OC,master,2023-07-06T16:55:57.815393+00:00,2023-07-07T05:33:23.969084+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/123
122,QA-11130 Fix for Rule1,Chris Sweeney,MERGED,master,develop,2023-07-02T23:02:45.142165+00:00,2023-07-07T00:26:15.509663+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/122
121,QA-11130 Fix for Rule1,Michael Walkley,MERGED,hotfix/QA-11130_FixProcCodeTemplate_Rule1,master,2023-07-02T20:00:20.372496+00:00,2023-07-02T22:47:05.016617+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/121
119,Master,Max Hampton,MERGED,master,develop,2023-06-28T20:55:40.546824+00:00,2023-06-29T12:16:48.163951+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/119
117,Feature/dont deploy index html,Max Hampton,MERGED,feature/dont-deploy-index-html,develop,2023-06-28T16:19:39.629535+00:00,2023-06-28T21:24:50.383102+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/117
118,Hotfixes for QA-11122 and QA-11121,Michael Walkley,MERGED,hotfix-FixOLAIssues_ForCalAIMRelease,master,2023-06-28T20:09:57.887759+00:00,2023-06-28T20:32:43.771968+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/118
116,Implement new web client,Max Hampton,MERGED,release/sprint_162,develop,2023-06-27T18:20:33.733413+00:00,2023-06-28T16:11:32.060321+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/116
115,Release/sprint 162,Max Hampton,MERGED,release/sprint_162,master,2023-06-26T18:49:02.409194+00:00,2023-06-28T02:21:56.216493+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/115
114,PR-4110 Add interpretation or explanation of results data element.,Chris Sweeney,MERGED,feature/PR-4110_InterpretationOrExplanationOfResultsDataElement,develop,2023-06-26T08:38:05.617482+00:00,2023-06-26T17:21:39.955685+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/114
107,Implement new web client,Max Hampton,MERGED,hotfix/new-web-client,master,2023-05-29T19:42:23.692881+00:00,2023-06-26T15:18:26.070573+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/107
111,enable chaa production release,Max Hampton,MERGED,feature/enable-chaa-production,develop,2023-06-20T17:25:06.168272+00:00,2023-06-26T15:08:08.935538+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/111
113,PR-4028 Remove Schema update for the BillBatch Table,Judy Genensky,MERGED,feature/PR-4128_V1_OLA_Processing_Two_New_Types_of_Add-on_Codes,develop,2023-06-23T21:58:27.537074+00:00,2023-06-24T00:02:11.034533+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/113
110,Feature/PR-4085 Modifiers TelehealthType,Chris Sweeney,MERGED,feature/PR-4085_Modifiers_TelehealthType,develop,2023-06-19T23:47:13.140736+00:00,2023-06-23T18:19:33.529211+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/110
112,PR-4110 Add column to the [MH Service Code] table for interpretation or explanation of results.,Chris Sweeney,MERGED,feature/PR-4110_InterpretationOrExplanationOfResults,develop,2023-06-21T08:41:55.572525+00:00,2023-06-23T08:01:34.799681+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/112
108,PR-4046 V1 V2 part of column names in the ProcedureCodeTemplate table  now: LocalCode and CPTOrHCPCSCode,Judy Genensky,MERGED,feature/PR-4066_V1_CalAIM_PaymentReform_SF_Netsmart_Avatar_ExportFile,develop,2023-06-02T15:00:42.426910+00:00,2023-06-17T23:19:09.567884+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/108
109,Initial commit. Changes to support applying modifiers to services.,Chris Sweeney,MERGED,feature/PR-4085_modifiers,develop,2023-06-05T06:19:07.135523+00:00,2023-06-13T19:13:16.059437+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/109
106,PR-4066 V1 Prepare Payment reform billing file for SF County,Judy Genensky,MERGED,feature/PR-4066_V1_CalAIM_PaymentReform_SF_Netsmart_Avatar_ExportFile,develop,2023-05-25T17:04:07.829055+00:00,2023-06-01T20:52:45.929420+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/106
104,PR-4045 V1 Prepare services for payment reform billing.,Judy Genensky,MERGED,feature/PR-4045_V1_PaymentReform_CalAIM_ValidateAndAcceptProcCodes,develop,2023-05-08T15:42:11.902475+00:00,2023-05-08T16:45:04.119628+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/104
103,Feature/PR-4045 V1 PaymentReform CalAIM ValidateAndAcceptProcCodes,Judy Genensky,MERGED,feature/PR-4045_V1_PaymentReform_CalAIM_ValidateAndAcceptProcCodes,develop,2023-05-03T16:37:15.509545+00:00,2023-05-03T17:08:04.022943+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/103
102,Bugfix/get rid of bad webconfig file,Max Hampton,MERGED,bugfix/get-rid-of-bad-webconfig-file,develop,2023-05-02T18:45:53.702483+00:00,2023-05-02T18:50:08.958004+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/102
101,get rid of the bad comma that snuck in,Max Hampton,MERGED,bugfix/bad-sql-syntax,develop,2023-05-01T23:35:23.040449+00:00,2023-05-02T15:38:13.158038+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/101
100,Feature/PR-4050 analysis modify the procedure co,Max Hampton,MERGED,feature/PR-4050-analysis-modify-the-procedure-co,develop,2023-04-26T21:08:54.640950+00:00,2023-05-01T23:14:17.340223+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/100
97,deploy db updates before web app files,Max Hampton,MERGED,feature/run-db-scripts-before-deployment,develop,2023-04-03T21:50:11.543383+00:00,2023-05-01T19:09:33.156804+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/97
98,Feature/PR-4045 V1 PaymentReform CalAIM ValidateAndAcceptProcCodes,Judy Genensky,MERGED,feature/PR-4045_V1_PaymentReform_CalAIM_ValidateAndAcceptProcCodes,develop,2023-04-17T15:53:58.585968+00:00,2023-04-26T20:04:36.919612+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/98
96,Feature/PR-4038 CalAIM ProcCodeEffDates,Michael Walkley,MERGED,feature/PR-4038_CalAIM_ProcCodeEffDates,develop,2023-03-29T21:22:58.985367+00:00,2023-04-05T20:25:35.844115+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/96
93,Back merge from master,Max Hampton,MERGED,master,develop,2023-03-09T07:40:19.682492+00:00,2023-03-09T18:19:39.455290+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/93
95,Add readme file with deployment instructions,Max Hampton,MERGED,feature/add-deployment-documentation,develop,2023-03-09T17:45:38.402427+00:00,2023-03-09T18:08:11.077773+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/95
94,make app pool name mandatory and environment var,Max Hampton,MERGED,bugfix/parameterize-apppool-name,develop,2023-03-09T17:01:30.317622+00:00,2023-03-09T17:05:55.932683+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/94
91,Release/sprint 154,Max Hampton,MERGED,release/sprint_154,master,2023-03-06T23:08:54.218465+00:00,2023-03-09T06:31:01.290425+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/91
79,Release/sprint 149,Greg Stone,MERGED,release/sprint-149,master,2022-12-14T20:05:24.374326+00:00,2023-03-09T01:02:01.656221+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/79
78,PR-3991 Internet db script for new service strategy.,Michael Walkley,MERGED,feature/PR-3991_AddNewServiceStrategy,develop,2022-12-09T22:42:26.600482+00:00,2023-03-09T01:01:21.316209+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/78
92,Feature/PR-4027 SQLInjectionVulnerability,Michael Walkley,MERGED,feature/PR-4027_SQLInjectionVulnerability,develop,2023-03-06T23:48:53.263325+00:00,2023-03-07T18:02:40.159648+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/92
90,PR-3986 v1   webapp,Max Hampton,MERGED,PR-3986-v1---webapp,develop,2023-03-06T17:50:26.748600+00:00,2023-03-06T23:04:30.599630+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/90
89,PR-4026,Judy Genensky,MERGED,feature/PR-4026_OnlineSupportForIR_UpdateToIndivProgramSummaryReport,develop,2023-03-02T00:13:23.406310+00:00,2023-03-02T00:25:53.337168+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/89
88,PR-4026 Update to BOD Program Summary Report,Judy Genensky,MERGED,feature/PR-4026_OnlineSupportForIR_UpdateToIndivProgramSummaryReport,develop,2023-03-01T20:32:20.386128+00:00,2023-03-01T22:56:47.095749+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/88
86,Release-Sprint_153,Greg Stone,MERGED,release/sprint_153,master,2023-02-16T17:54:10.163475+00:00,2023-02-24T16:15:28.582471+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/86
87,V1 PR-4006 CalAims Feature to add question regarding adding Embedded care plan to the MH Note's Plan Narrative.,Judy Genensky,MERGED,feature/PR-4006_V1_Change_In_Existing_Data_And_Or_Documentation_CalAim_Embedded_Care_Plan_For_TCM_Services,develop,2023-02-17T17:22:12.239108+00:00,2023-02-21T19:28:06.407398+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/87
80,Feature/PR-3983 IR AddNewTriggersForBER,Michael Walkley,MERGED,feature/PR-3983_IR_AddNewTriggersForBER,develop,2022-12-16T19:59:25.301578+00:00,2023-02-17T23:57:49.595877+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/80
85,PR-3983. Add the updates to the Incident Behaviors Query view to the repository.,Michael Walkley,MERGED,feature/PR-3983_IR_AddNewTriggersForBER_UpdateSQLView,develop,2023-02-08T23:05:48.477763+00:00,2023-02-08T23:09:24.252359+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/85
83,Release/sprint 151,Max Hampton,MERGED,release/sprint-151,master,2023-01-30T21:31:19.530015+00:00,2023-01-31T06:18:44.665874+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/83
82,PR-3935 V1 Code update regarding CalAims feature to allow the author expand and collapse goals,Judy Genensky,MERGED,feature/PR-3935_V1_CalAIMS_Create_MHNoteTemplate_ThatCollapsesGoalsTableAndGoalsNarrative,develop,2023-01-04T20:15:11.443889+00:00,2023-01-13T21:15:04.964233+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/82
81,Feature/PR-3935 V1 CalAIMS Create MHNoteTemplate ThatCollapsesGoalsTableAndGoalsNarrative,Judy Genensky,MERGED,feature/PR-3935_V1_CalAIMS_Create_MHNoteTemplate_ThatCollapsesGoalsTableAndGoalsNarrative,develop,2022-12-23T00:00:40.720618+00:00,2022-12-28T18:25:34.505183+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/81
77,QA-10638 Rights and Responsibilities - By Staff,Greg Stone,MERGED,hotfix/QA-10638_Rights_and_Responsibilities_page_error_3,master,2022-11-15T03:37:55.650310+00:00,2022-11-15T03:38:18.247017+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/77
75,QA-10638 staff rights bug fix,Greg Stone,MERGED,hotfix/QA-10638_Rights_and_Responsibilities_page_error_2,master,2022-11-12T16:42:25.550902+00:00,2022-11-12T16:43:14.547800+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/75
74,QA-10638 Rights and Responsibilities page error and QA-10610 MedStatuses hotfixes,Greg Stone,MERGED,hotfix/QA-10638_Rights_and_Responsibilities_page_error,master,2022-11-11T23:53:53.402985+00:00,2022-11-11T23:55:48.143169+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/74
73,Sprint 146 - DB script updates,Greg Stone,MERGED,hotfix/sprint_146,master,2022-11-09T22:24:30.594782+00:00,2022-11-11T15:57:42.305937+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/73
70,Release/sprint 146,Greg Stone,MERGED,release/sprint_146,master,2022-11-01T20:55:27.267077+00:00,2022-11-09T16:57:41.853987+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/70
72,PR-3937 V1 CalAIMS Consent for Telehealth,Judy Genensky,MERGED,release/sprint_146,develop,2022-11-07T16:49:53.242271+00:00,2022-11-07T16:53:04.223826+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/72
71,PR-3937 V1 CalAIMS Consent for Telehealth,Judy Genensky,MERGED,feature/PR-3937,release/sprint_146,2022-11-07T16:14:41.055277+00:00,2022-11-07T16:48:44.010934+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/71
69,PR-3937 V1 CalAIMS Consent for Telehealth,Judy Genensky,MERGED,release/sprint-145,develop,2022-11-01T15:25:12.201562+00:00,2022-11-01T15:26:42.715612+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/69
68,PR-3937 V1 CalAIMS Consent for Telehealth,Judy Genensky,MERGED,feature/PR-3937,release/sprint-145,2022-10-31T23:12:37.480439+00:00,2022-11-01T15:21:24.264335+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/68
67,PR-3945 - need to add a space at the line ending to prevent the parameter from merging into the AND on the next line,Max Hampton,MERGED,master,develop,2022-10-28T18:45:45.546346+00:00,2022-10-28T18:50:15.286185+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/67
66,PR-3945,Max Hampton,MERGED,hotfix/sql-injection-fixes,master,2022-10-28T18:29:46.003493+00:00,2022-10-28T18:45:16.245376+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/66
65,PR-3937 V1 - CalAIMS Consent for Telehealth,Judy Genensky,MERGED,release/sprint-145,develop,2022-10-28T17:50:05.168881+00:00,2022-10-28T17:51:51.963489+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/65
64,PR-3937 V1 - CalAIMS Consent for Telehealth,Judy Genensky,MERGED,feature/PR-3937,release/sprint-145,2022-10-28T17:43:44.490279+00:00,2022-10-28T17:46:37.713921+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/64
63,Release/sprint 145,Judy Genensky,MERGED,release/sprint-145,develop,2022-10-27T20:02:51.254074+00:00,2022-10-27T20:09:21.605247+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/63
62,PR-3937 CalAIMS Consent for telehealth,Judy Genensky,MERGED,feature/PR-3937,release/sprint-145,2022-10-27T19:10:46.189954+00:00,2022-10-27T19:57:38.526883+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/62
61,Fix some bugs with SQL queries,Max Hampton,MERGED,master,develop,2022-10-25T22:24:03.194020+00:00,2022-10-26T15:55:13.926818+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/61
60,Fix some bugs with SQL queries,Max Hampton,MERGED,hotfix/sql-injection-fixes,master,2022-10-25T20:54:51.174141+00:00,2022-10-25T22:23:31.156767+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/60
59,Refactor to not use named parameters... they aren't valid for in line SQL (I guess they're ok for stored procedures and other command types),Max Hampton,MERGED,master,develop,2022-10-21T21:34:51.020432+00:00,2022-10-24T18:32:35.948805+00:00,https://bitbucket.org/senecafoa/senecaonlinev1/pull-requests/59
